2024-05-16_23-48-55,./templates/recordings/kord5/2024-05-16_23-48-55.mp3," Alright, I appreciate that, sir, thank you."
2024-05-16_23-49-05,./templates/recordings/kord5/2024-05-16_23-49-05.mp3," 787, this BZ, discretion, and may change 6PS."
2024-05-16_23-49-26,./templates/recordings/kord5/2024-05-16_23-49-26.mp3," Southwest 2449, contact the Midway Star as this on 135.2, good night."
2024-05-16_23-49-37,./templates/recordings/kord5/2024-05-16_23-49-37.mp3," Cessna 1074, descend to your discretion, maintain C."
2024-05-16_23-50-11,./templates/recordings/kord5/2024-05-16_23-50-11.mp3," 787, we'll turn base when you get to the shoreline there."
2024-05-16_23-50-32,./templates/recordings/kord5/2024-05-16_23-50-32.mp3," Metalite 4 35, stress, descend to your discretion, amazing, 9 or 10."
2024-05-16_23-50-53,./templates/recordings/kord5/2024-05-16_23-50-53.mp3," 46M, Sky go to paris, they rate our tap deck and fly behind 0, 4 is 0."
2024-05-16_23-51-03,./templates/recordings/kord5/2024-05-16_23-51-03.mp3, 787 to 718 and 4000
2024-05-16_23-51-17,./templates/recordings/kord5/2024-05-16_23-51-17.mp3," America 46F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8F, 8"
2024-05-16_23-51-27,./templates/recordings/kord5/2024-05-16_23-51-27.mp3," 787, turn left to 360."
2024-05-16_23-51-33,./templates/recordings/kord5/2024-05-16_23-51-33.mp3," Number 4 25, maintain 8."
2024-05-16_23-51-34,./templates/recordings/kord5/2024-05-16_23-51-34.mp3, You
2024-05-16_23-51-38,./templates/recordings/kord5/2024-05-16_23-51-38.mp3," November 4th, Cessna Cessna, Cessna N8Z"
2024-05-16_23-51-44,./templates/recordings/kord5/2024-05-16_23-51-44.mp3," 3822, departure, rate our contact, stay altitude."
2024-05-16_23-51-52,./templates/recordings/kord5/2024-05-16_23-51-52.mp3," So 3822, roger, fighting 270, flying HJ-1's 3,000."
2024-05-16_23-51-59,./templates/recordings/kord5/2024-05-16_23-51-59.mp3," 774, fighting 140."
2024-05-16_23-52-27,./templates/recordings/kord5/2024-05-16_23-52-27.mp3," 787, again the speed is your discretion."
2024-05-16_23-52-34,./templates/recordings/kord5/2024-05-16_23-52-34.mp3," Cessna 3822, so direct the C2."
2024-05-16_23-52-46,./templates/recordings/kord5/2024-05-16_23-52-46.mp3, America 46 heavy is cleared right to arena
2024-05-16_23-52-54,./templates/recordings/kord5/2024-05-16_23-52-54.mp3," 787, turning left, setting 290, when excessive doing right, localize it."
