user,timestamp,text
2024-05-17_00-04-48,./templates/recordings/lhbp_app2/2024-05-17_00-04-48.mp3, Thank you.
2024-05-17_00-04-55,./templates/recordings/lhbp_app2/2024-05-17_00-04-55.mp3, The following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following is the following
2024-05-17_00-05-03,./templates/recordings/lhbp_app2/2024-05-17_00-05-03.mp3, Thank you.
2024-05-17_00-05-07,./templates/recordings/lhbp_app2/2024-05-17_00-05-07.mp3," Status X1, what major CZ on Z on my H."
2024-05-17_00-05-12,./templates/recordings/lhbp_app2/2024-05-17_00-05-12.mp3, Thank you.
2024-05-17_00-05-16,./templates/recordings/lhbp_app2/2024-05-17_00-05-16.mp3," Call it as 61, 0.65"
2024-05-17_00-05-20,./templates/recordings/lhbp_app2/2024-05-17_00-05-20.mp3, over
2024-05-17_00-05-23,./templates/recordings/lhbp_app2/2024-05-17_00-05-23.mp3," What is that of the townfly, she is again bringing on light, even."
2024-05-17_00-05-27,./templates/recordings/lhbp_app2/2024-05-17_00-05-27.mp3," Cherokee Fire Service, Cessna 46755C"
2024-05-17_00-05-46,./templates/recordings/lhbp_app2/2024-05-17_00-05-46.mp3," This is Max Yeran, say there is traffic towards Vm, Aria was interested in, 785 because X may be. N, I go through. I be heading to Y, 7, 9, 7,."
2024-05-17_00-05-51,./templates/recordings/lhbp_app2/2024-05-17_00-05-51.mp3," This is starting to win our 0 and decend height of 3K a day, 1, 2, 1, 2."
2024-05-17_00-05-55,./templates/recordings/lhbp_app2/2024-05-17_00-05-55.mp3," Heading to 9Z, he has now 5G, I'll get a loss of 13, 5C."
2024-05-17_00-05-59,./templates/recordings/lhbp_app2/2024-05-17_00-05-59.mp3, You
2024-05-17_00-06-00,./templates/recordings/lhbp_app2/2024-05-17_00-06-00.mp3, Thanks for watching!
2024-05-17_00-06-01,./templates/recordings/lhbp_app2/2024-05-17_00-06-01.mp3, Go.
2024-05-17_00-06-02,./templates/recordings/lhbp_app2/2024-05-17_00-06-02.mp3, Already exposed to Brapose
2024-05-17_00-06-06,./templates/recordings/lhbp_app2/2024-05-17_00-06-06.mp3," Okay, I'm in Act 2278"
2024-05-17_00-06-07,./templates/recordings/lhbp_app2/2024-05-17_00-06-07.mp3, To the Hindu
2024-05-17_00-06-10,./templates/recordings/lhbp_app2/2024-05-17_00-06-10.mp3," By the way, 7H1 V is an answer, which can only 1 V is?"
2024-05-17_00-06-13,./templates/recordings/lhbp_app2/2024-05-17_00-06-13.mp3, Watch the right side of the ocean and have good sun.
2024-05-17_00-06-23,./templates/recordings/lhbp_app2/2024-05-17_00-06-23.mp3," Can you do something else? There is a certain amount of food, known by another free friend, which is from me."
2024-05-17_00-06-24,./templates/recordings/lhbp_app2/2024-05-17_00-06-24.mp3, Run V.
2024-05-17_00-06-27,./templates/recordings/lhbp_app2/2024-05-17_00-06-27.mp3," Should have bought a heat in the rain, with a gas in the air, be they..."
2024-05-17_00-06-31,./templates/recordings/lhbp_app2/2024-05-17_00-06-31.mp3," But I have been here for a while, and I have been here for a while."
2024-05-17_00-06-34,./templates/recordings/lhbp_app2/2024-05-17_00-06-34.mp3, Please go back to the Y-1.
2024-05-17_00-06-38,./templates/recordings/lhbp_app2/2024-05-17_00-06-38.mp3, Straight in 5.0.0.0.0.0.0.0.
2024-05-17_00-06-47,./templates/recordings/lhbp_app2/2024-05-17_00-06-47.mp3," The Gessna Cera, Cera Y, is as much as Y, I need to end this one time."
2024-05-17_00-06-54,./templates/recordings/lhbp_app2/2024-05-17_00-06-54.mp3," Very soon speed 6047, EZ-5, CZ-7, 540"
2024-05-17_00-06-59,./templates/recordings/lhbp_app2/2024-05-17_00-06-59.mp3," 13, 13, 7, glass and hidden stoves 3 there"
2024-05-17_00-07-03,./templates/recordings/lhbp_app2/2024-05-17_00-07-03.mp3," Cessna is close to RY, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C, C"
2024-05-17_00-07-11,./templates/recordings/lhbp_app2/2024-05-17_00-07-11.mp3, Thank you.
2024-05-17_00-07-18,./templates/recordings/lhbp_app2/2024-05-17_00-07-18.mp3," Turn off, Indian people, 4,000 left heading 31, 0. That's 31, 0."
2024-05-17_00-07-35,./templates/recordings/lhbp_app2/2024-05-17_00-07-35.mp3," What is this, Cessna 46530, 3ocating 785L to 0"
2024-05-17_00-07-40,./templates/recordings/lhbp_app2/2024-05-17_00-07-40.mp3, I said you called Hadoop Cessna Lula and pontam down Hadoop. That have R180.
2024-05-17_00-07-43,./templates/recordings/lhbp_app2/2024-05-17_00-07-43.mp3," Flying over to the line, I do have a system, over the football game."
2024-05-17_00-07-55,./templates/recordings/lhbp_app2/2024-05-17_00-07-55.mp3," It was 5M, and I straightened out the left hand in one city, they don't leave but I have a 20 on leave on pay that, you ready?"
2024-05-17_00-08-01,./templates/recordings/lhbp_app2/2024-05-17_00-08-01.mp3," Shut up, you want to go for the go to slot, you right this side is."
2024-05-17_00-08-04,./templates/recordings/lhbp_app2/2024-05-17_00-08-04.mp3," Show this out, this is on our Scomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcomcom"
2024-05-23_20-36-04,./templates/recordings/lhbp_app2/2024-05-23_20-36-04.mp3,.
2024-05-23_21-00-27,./templates/recordings/lhbp_app2/2024-05-23_21-00-27.mp3, You
2024-05-23_21-00-27,./templates/recordings/lhbp_app2/2024-05-23_21-00-27.mp3, You
2024-05-23_21-08-43,./templates/recordings/lhbp_app2/2024-05-23_21-08-43.mp3, S.P.A.
2024-05-23_21-08-53,./templates/recordings/lhbp_app2/2024-05-23_21-08-53.mp3," He is a strong one, he will be a student, he is a short man, a strong one, he will be one, he is a long, he will be a strong one, he will be a student."
2024-05-23_21-09-01,./templates/recordings/lhbp_app2/2024-05-23_21-09-01.mp3," This is Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim, Hasim,"
2024-05-23_21-10-11,./templates/recordings/lhbp_app2/2024-05-23_21-10-11.mp3," There is a spot, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50,"
2024-05-23_21-10-22,./templates/recordings/lhbp_app2/2024-05-23_21-10-22.mp3," For some time, if you don't go on over the mission approach, pay that one off, customize a approach you might do a right, disown one, those of Y-1, 0-1."
2024-05-23_21-10-30,./templates/recordings/lhbp_app2/2024-05-23_21-10-30.mp3," You said that, 0, 0, 7, 6, 6, 8, 6, 8,"
2024-05-23_21-10-36,./templates/recordings/lhbp_app2/2024-05-23_21-10-36.mp3," We must go over 6,000. It is both good shops."
2024-05-23_21-10-39,./templates/recordings/lhbp_app2/2024-05-23_21-10-39.mp3, He's got a C.
2024-05-23_21-10-43,./templates/recordings/lhbp_app2/2024-05-23_21-10-43.mp3,.
2024-05-23_21-10-46,./templates/recordings/lhbp_app2/2024-05-23_21-10-46.mp3," Number 9C0, sewer is lost on JPS"
2024-05-23_21-10-47,./templates/recordings/lhbp_app2/2024-05-23_21-10-47.mp3,.
2024-05-23_21-10-50,./templates/recordings/lhbp_app2/2024-05-23_21-10-50.mp3, Bye.
2024-05-23_21-10-56,./templates/recordings/lhbp_app2/2024-05-23_21-10-56.mp3," She is 02, call the night she is 6 now, we see 7 check."
2024-05-23_21-10-58,./templates/recordings/lhbp_app2/2024-05-23_21-10-58.mp3, Vahna Flemse
2024-05-23_21-12-43,./templates/recordings/lhbp_app2/2024-05-23_21-12-43.mp3," Cuz I'm 4, C, 3,5, round wait, 6, 5, Y, 3, 5, C, 3, 3"
2024-05-23_21-12-50,./templates/recordings/lhbp_app2/2024-05-23_21-12-50.mp3," Now the guy is down in the shoe there, around the plate, 35, 300, 7, 300, 4, 35, 300"
2024-05-23_21-13-37,./templates/recordings/lhbp_app2/2024-05-23_21-13-37.mp3, What's the plan for the crew to have a visit? We have to have a visit. We have to have a visit.
2024-05-23_21-13-45,./templates/recordings/lhbp_app2/2024-05-23_21-13-45.mp3," From the time straight 0 to 9, close from land front half-exertion, it doesn't compare at all."
2024-05-23_21-13-52,./templates/recordings/lhbp_app2/2024-05-23_21-13-52.mp3," Adams, of course, Cessna C4P1530"
2024-05-23_21-13-59,./templates/recordings/lhbp_app2/2024-05-23_21-13-59.mp3," X1 from F-30, KN of 2D, N-4 then go in V-1."
2024-05-23_21-14-08,./templates/recordings/lhbp_app2/2024-05-23_21-14-08.mp3," This is our X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X"
2024-05-23_21-15-32,./templates/recordings/lhbp_app2/2024-05-23_21-15-32.mp3, Thanks for watching!
2024-05-23_21-15-36,./templates/recordings/lhbp_app2/2024-05-23_21-15-36.mp3," From fact G0.2, this has 4,000."
2024-05-23_21-15-40,./templates/recordings/lhbp_app2/2024-05-23_21-15-40.mp3," Cessna 4K, C, busman 9C8 C."
2024-05-23_21-16-20,./templates/recordings/lhbp_app2/2024-05-23_21-16-20.mp3, Thank you.
2024-05-23_21-16-21,./templates/recordings/lhbp_app2/2024-05-23_21-16-21.mp3, You
2024-05-23_21-16-22,./templates/recordings/lhbp_app2/2024-05-23_21-16-22.mp3, Join the crew
2024-05-23_21-16-27,./templates/recordings/lhbp_app2/2024-05-23_21-16-27.mp3," You know what a joke went to have fun, isn't it? See you."
2024-05-23_21-16-30,./templates/recordings/lhbp_app2/2024-05-23_21-16-30.mp3, Now what is after C.I.Y.
2024-05-23_21-19-30,./templates/recordings/lhbp_app2/2024-05-23_21-19-30.mp3, Thank you.
2024-05-23_21-19-31,./templates/recordings/lhbp_app2/2024-05-23_21-19-31.mp3,.
2024-05-23_21-19-31,./templates/recordings/lhbp_app2/2024-05-23_21-19-31.mp3, See you later.
2024-05-23_21-19-32,./templates/recordings/lhbp_app2/2024-05-23_21-19-32.mp3, Thank you.
2024-05-23_21-19-35,./templates/recordings/lhbp_app2/2024-05-23_21-19-35.mp3," Will stay down, will show me V R N I"
2024-05-23_21-19-38,./templates/recordings/lhbp_app2/2024-05-23_21-19-38.mp3, Slob
2024-05-23_21-19-44,./templates/recordings/lhbp_app2/2024-05-23_21-19-44.mp3, Put the 930 two way out they will get in minus and we'll show them a Y.
2024-05-23_21-19-45,./templates/recordings/lhbp_app2/2024-05-23_21-19-45.mp3, Thanks for watching!
2024-05-23_21-19-50,./templates/recordings/lhbp_app2/2024-05-23_21-19-50.mp3," My own secret is that the patrol shall be held in Ciri Wai'lai, which is my secret."
2024-05-23_21-26-09,./templates/recordings/lhbp_app2/2024-05-23_21-26-09.mp3, First
2024-05-23_21-26-10,./templates/recordings/lhbp_app2/2024-05-23_21-26-10.mp3, Thanks for watching!
2024-05-23_21-26-10,./templates/recordings/lhbp_app2/2024-05-23_21-26-10.mp3, Bye!
2024-05-23_21-26-11,./templates/recordings/lhbp_app2/2024-05-23_21-26-11.mp3, Thanks for watching!
2024-05-23_21-26-14,./templates/recordings/lhbp_app2/2024-05-23_21-26-14.mp3," Alright, 4 3 here, just"
2024-05-23_21-26-17,./templates/recordings/lhbp_app2/2024-05-23_21-26-17.mp3," Cessna 502, 2-inch quantum"
2024-05-23_21-26-20,./templates/recordings/lhbp_app2/2024-05-23_21-26-20.mp3," Now, one later, good bye."
2024-05-23_21-26-23,./templates/recordings/lhbp_app2/2024-05-23_21-26-23.mp3," 8500 right, open 5305"
2024-05-23_21-47-11,./templates/recordings/lhbp_app2/2024-05-23_21-47-11.mp3, Cessna Cessna Cessna N3036R
2024-05-23_21-47-19,./templates/recordings/lhbp_app2/2024-05-23_21-47-19.mp3, Is that financial she says the best she is that one chance not to be money be this she.
2024-05-23_21-47-24,./templates/recordings/lhbp_app2/2024-05-23_21-47-24.mp3, 733
2024-05-23_21-47-27,./templates/recordings/lhbp_app2/2024-05-23_21-47-27.mp3," Mission 103.3 K, N."
2024-05-23_21-47-30,./templates/recordings/lhbp_app2/2024-05-23_21-47-30.mp3, 3D fly over 7
2024-05-23_21-49-51,./templates/recordings/lhbp_app2/2024-05-23_21-49-51.mp3, Thank you.
2024-05-23_21-49-57,./templates/recordings/lhbp_app2/2024-05-23_21-49-57.mp3, And he lost the mace. Three-three. Run down to the mace. One day the mace. He don't have the mace.
2024-05-23_21-49-59,./templates/recordings/lhbp_app2/2024-05-23_21-49-59.mp3, 3330
2024-05-23_22-01-35,./templates/recordings/lhbp_app2/2024-05-23_22-01-35.mp3," But if the tower is close, the tower will be able to hold the tower in the ground."
2024-05-23_22-01-42,./templates/recordings/lhbp_app2/2024-05-23_22-01-42.mp3," 5, you can leave on 4line at Hello Day that one time. Defend that 2 10 10 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8"
2024-05-23_22-01-46,./templates/recordings/lhbp_app2/2024-05-23_22-01-46.mp3," That is 1, 31, CZ, CZ, 1, 1"
2024-05-23_22-01-54,./templates/recordings/lhbp_app2/2024-05-23_22-01-54.mp3, Why do you keep going? We don't have to go over 7 to go over 7. We don't have to go over 7. We don't have to go over 7. We don't have to go over 7. We don't have to go over 7. We don't have to go over 7. We don't have to go over 7. We don't have to go over 7. We don't have to go over 7. We don't have to go over 7. We don't have to go over 7. We don't have to go over 7.
2024-05-23_22-02-00,./templates/recordings/lhbp_app2/2024-05-23_22-02-00.mp3," After all, LMS, do go feed is C, C, C, approach 1, C, D, 1, L."
2024-05-23_22-02-17,./templates/recordings/lhbp_app2/2024-05-23_22-02-17.mp3, Thank you.
2024-05-23_22-02-20,./templates/recordings/lhbp_app2/2024-05-23_22-02-20.mp3, Thanks for watching!
2024-05-23_22-02-26,./templates/recordings/lhbp_app2/2024-05-23_22-02-26.mp3," 2,4, 9 with right, figure. 3350, is it?"
2024-05-23_22-02-27,./templates/recordings/lhbp_app2/2024-05-23_22-02-27.mp3, It's awful
2024-05-23_22-02-29,./templates/recordings/lhbp_app2/2024-05-23_22-02-29.mp3, Shh!
2024-05-23_22-03-47,./templates/recordings/lhbp_app2/2024-05-23_22-03-47.mp3," Hold up and that's what Cessna C3T, passing 3K, last time in 7K, Cessna C."
2024-05-23_22-03-53,./templates/recordings/lhbp_app2/2024-05-23_22-03-53.mp3, You have to make sure you have the option to make a decision.
2024-05-23_22-03-58,./templates/recordings/lhbp_app2/2024-05-23_22-03-58.mp3," Ah, in Korea, my country is associated."
